num, time, PAT, eSBP, eDBP, iSBP, iDBP
957,688003,181,139.101,53.0255,141.106,51.0705
958,688723,183,136.026,52.2191,137.323,61.0517
959,689442,188,128.484,50.2409,122.374,60.801
960,690160,182,137.559,52.6212,135.409,50.7059
961,690881,185,132.984,51.4214,140.81,51.663
962,691591,184,134.501,51.8192,136.526,51.0477
963,692303,105,291.458,92.9858,136.275,50.797
964,693020,172,153.371,56.7683,141.858,54.0329
965,693732,180,140.651,53.4321,138.964,51.9592
966,694441,174,150.136,55.9199,135.979,51.23
967,695147,182,137.559,52.6212,137.506,51.1388
968,695861,179,142.209,53.8409,143.271,54.1241
969,696566,180,140.651,53.4321,138.394,52.0504
970,697272,180,140.651,53.4321,136.321,51.5262
971,697985,178,143.777,54.252,143.59,51.5946
972,698684,184,134.501,51.8192,137.141,52.3466
973,699387,187,129.976,50.6323,135.751,49.8399
974,700090,179,142.209,53.8409,142.496,54.6938
975,700798,182,137.559,52.6212,139.784,51.8681
976,701498,183,136.026,52.2191,136.503,51.4351
977,702202,180,140.651,53.4321,139.944,52.734
978,702913,178,143.777,54.252,141.562,51.116
979,703616,184,134.501,51.8192,135.956,51.3439
980,704315,183,136.026,52.2191,135.409,50.2501
981,705019,178,143.777,54.252,140.628,53.0758
982,705730,177,145.353,54.6654,139.238,51.0933
983,706435,181,139.101,53.0255,134.931,50.5236
984,707139,185,132.984,51.4214,134.68,49.3614
985,707846,175,148.533,55.4994,140.423,53.805
986,708553,184,134.501,51.8192,136.936,51.2072
987,709255,187,129.976,50.6323,133.768,49.9766
988,709955,186,131.476,51.0258,134.68,50.3413
989,710660,177,145.353,54.6654,140.377,53.3721
990,711360,185,132.984,51.4214,134.657,50.9565
991,712054,185,132.984,51.4214,132.424,49.9083
992,712752,186,131.476,51.0258,134.384,49.4753
993,713453,178,143.777,54.252,139.602,53.6683
994,714145,185,132.984,51.4214,134.885,51.2072
995,714838,185,132.984,51.4214,132.037,50.0222
996,715532,182,137.559,52.6212,133.153,49.6804
997,716225,176,146.938,55.0812,138.827,53.5316
998,716917,181,139.101,53.0255,136.64,51.1388
999,717610,190,125.523,49.4644,131.923,50.5691
1000,718305,181,139.101,53.0255,132.31,48.8144
1001,719000,177,145.353,54.6654,139.26,53.6227
1002,719693,183,136.026,52.2191,135.409,51.2072
1003,720388,185,132.984,51.4214,132.447,50.045
1004,721083,184,134.501,51.8192,133.244,49.8171
1005,721780,176,146.938,55.0812,139.192,53.053
1006,722474,181,139.101,53.0255,134.065,50.9793
1007,723165,187,129.976,50.6323,130.92,49.5437
1008,723859,182,137.559,52.6212,133.791,50.478
1009,724556,175,148.533,55.4994,138.167,50.911
1010,725250,182,137.559,52.6212,132.424,48.8372
1011,725946,186,131.476,51.0258,129.188,48.6094
1012,726642,178,143.777,54.252,137.073,50.5919
1013,727336,181,139.101,53.0255,133.062,49.5892
1014,728026,183,136.026,52.2191,129.667,52.6884
1015,728715,183,136.026,52.2191,134.748,50.4552
1016,729408,183,136.026,52.2191,133.267,50.0222
1017,730093,183,136.026,52.2191,129.894,49.2474
1018,730779,184,134.501,51.8192,130.35,53.0302
1019,731464,181,139.101,53.0255,135.865,50.7742
1020,732153,181,139.101,53.0255,133.905,56.6763
1021,732835,183,136.026,52.2191,129.781,50.0678
1022,733520,182,137.559,52.6212,130.624,49.5665
1023,734203,180,140.651,53.4321,134.976,51.4579
1024,734889,177,145.353,54.6654,137.688,52.8935
1025,735565,183,136.026,52.2191,130.51,50.9793
1026,736242,184,134.501,51.8192,131.216,50.5919
1027,736922,184,134.501,51.8192,133.518,50.6831
1028,737601,183,136.026,52.2191,135.272,50.9337
1029,738281,179,142.209,53.8409,138.987,53.3721
1030,738965,176,146.938,55.0812,140.4,52.4833
1031,739643,180,140.651,53.4321,134.52,52.1187
1032,740322,184,134.501,51.8192,132.583,50.6603
1033,741002,178,143.777,54.252,140.719,54.7621
1034,741684,180,140.651,53.4321,138.212,52.415
1035,742363,183,136.026,52.2191,136.275,52.0048
1036,743047,184,134.501,51.8192,137.711,51.23
1037,743730,176,146.938,55.0812,144.388,55.6053
1038,744415,180,140.651,53.4321,140.263,52.9847
1039,745097,181,139.101,53.0255,136.685,51.8453
1040,745782,184,134.501,51.8192,138.03,51.0705
1041,746473,175,148.533,55.4994,144.046,53.5544
1042,747159,183,136.026,52.2191,138.6,51.6857
1043,747848,182,137.559,52.6212,136.207,51.23
1044,748544,181,139.101,53.0255,138.486,52.3238
1045,749247,174,150.136,55.9199,142.246,51.1616
1046,749948,182,137.559,52.6212,136.526,49.4069
1047,750652,185,132.984,51.4214,133.108,49.726
1048,751359,180,140.651,53.4321,135.797,49.9766
1049,752064,176,146.938,55.0812,136.776,49.9766
1050,752768,180,140.651,53.4321,135.888,53.5316
1051,753472,179,142.209,53.8409,140.035,50.7742
1052,754183,181,139.101,53.0255,137.141,50.0678
1053,754886,183,136.026,52.2191,132.31,52.301
1054,755590,186,131.476,51.0258,133.016,49.2702
1055,756295,179,142.209,53.8409,139.101,53.2126
1056,757000,183,136.026,52.2191,136.024,50.7059
1057,757699,187,129.976,50.6323,132.47,49.5209
1058,758397,187,129.976,50.6323,134.338,49.726
1059,759105,174,150.136,55.9199,139.693,52.4378
1060,759803,184,134.501,51.8192,133.654,50.1589
1061,760499,187,129.976,50.6323,130.373,49.2018
1062,761201,182,137.559,52.6212,134.498,49.4525
1063,761905,186,131.476,51.0258,135.523,49.7715
1064,762608,178,143.777,54.252,137.802,51.8225
1065,763312,183,136.026,52.2191,139.443,51.2528
1066,764011,186,131.476,51.0258,132.902,50.7286
1067,764717,184,134.501,51.8192,131.444,49.2474
1068,765422,182,137.559,52.6212,134.908,50.9337
1069,766131,180,140.651,53.4321,139.488,50.8882
1070,766837,186,131.476,51.0258,132.811,50.5919
1071,767542,187,129.976,50.6323,131.193,49.5209
1072,768249,181,139.101,53.0255,136.868,51.9364
1073,768968,182,137.559,52.6212,137.095,50.4096
1074,769457,197,115.4,46.8094,124.927,44.9633
1075,770261,174,150.136,55.9199,137.437,44.3708
1076,770992,180,140.651,53.4321,136.868,50.1817
1077,771707,183,136.026,52.2191,133.381,48.974
1078,772420,189,127,49.8517,129.872,49.7943
1079,773131,185,132.984,51.4214,133.495,50.364
1080,773846,179,142.209,53.8409,138.486,50.6147
1081,774552,188,128.484,50.2409,131.945,49.0651
1082,775256,188,128.484,50.2409,130.624,53.5772
1083,775958,176,146.938,55.0812,139.306,50.7742
1084,776663,183,136.026,52.2191,135.819,49.9083
1085,777363,183,136.026,52.2191,132.697,53.1214
1086,778062,182,137.559,52.6212,139.238,51.2984
1087,778769,182,137.559,52.6212,137.939,49.9311
1088,779471,189,127,49.8517,131.809,52.9619
1089,780177,181,139.101,53.0255,139.055,50.8882
1090,780884,180,140.651,53.4321,137.073,50.5691
1091,781589,188,128.484,50.2409,133.928,52.2555
1092,782293,183,136.026,52.2191,136.343,50.7742
1093,783006,181,139.101,53.0255,136.685,50.7742
1094,783711,187,129.976,50.6323,131.148,49.8627
1095,784422,185,132.984,51.4214,132.948,49.8627
1096,785131,181,139.101,53.0255,134.293,50.1362
1097,785835,179,142.209,53.8409,136.435,52.5745
1098,786547,180,140.651,53.4321,138.896,51.4579
1099,787253,187,129.976,50.6323,132.88,51.0477
1100,787962,188,128.484,50.2409,131.9,49.7488
1101,788669,180,140.651,53.4321,137.916,52.5973
1102,789384,180,140.651,53.4321,137.893,50.7286
1103,790095,185,132.984,51.4214,133.723,50.1817
1104,790810,188,128.484,50.2409,134.771,50.5236
1105,791528,179,142.209,53.8409,140.217,52.301
1106,792237,186,131.476,51.0258,134.156,51.0021
1107,792950,186,131.476,51.0258,132.561,49.7032
1108,793660,179,142.209,53.8409,138.326,51.0249
1109,794380,183,136.026,52.2191,138.486,50.5691
1110,795091,182,137.559,52.6212,133.974,49.5665
1111,795805,185,132.984,51.4214,135.683,51.549
1112,796530,175,148.533,55.4994,141.516,51.0705
1113,797252,182,137.559,52.6212,136.503,49.4981
1114,797971,189,127,49.8517,133.882,53.8962
1115,798692,180,140.651,53.4321,142.656,51.7997
1116,799414,182,137.559,52.6212,138.6,50.7059
1117,800129,184,134.501,51.8192,133.108,51.8225
1118,800843,182,137.559,52.6212,137.369,51.2756
1119,801560,178,143.777,54.252,142.063,60.2541
1120,802045,200,111.172,45.7003,126.043,45.2823
1121,802866,174,150.136,55.9199,139.807,45.2823
1122,803613,179,142.209,53.8409,138.508,52.0731
1123,804342,182,137.559,52.6212,136.868,50.6831
1124,805060,186,131.476,51.0258,132.264,49.8855
1125,805777,182,137.559,52.6212,135.683,51.2984
1126,806501,179,142.209,53.8409,139.557,50.6603
1127,807215,180,140.651,53.4321,133.039,50.2957
1128,807929,185,132.984,51.4214,132.037,48.9968
1129,808641,179,142.209,53.8409,139.352,53.3949
1130,809353,182,137.559,52.6212,137.027,50.7514
1131,810063,186,131.476,51.0258,133.016,49.8399
1132,810775,185,132.984,51.4214,135.295,49.8399
1133,811488,181,139.101,53.0255,140.65,52.8707
1134,812196,186,131.476,51.0258,134.452,51.0705
1135,812905,193,121.14,48.3148,131.945,48.9284
1136,813623,180,140.651,53.4321,138.941,52.3694
1137,814345,183,136.026,52.2191,136.321,50.2957
1138,815066,184,134.501,51.8192,132.606,49.4981
1139,815784,183,136.026,52.2191,133.928,48.9968
1140,816509,178,143.777,54.252,139.488,50.8654
1141,817233,183,136.026,52.2191,134.179,49.0423
1142,817953,188,128.484,50.2409,130.943,48.9512
1143,818673,180,140.651,53.4321,135.364,50.1134
1144,819398,179,142.209,53.8409,136.549,49.5209
1145,820114,188,128.484,50.2409,131.421,54.4203
1146,820657,188,128.484,50.2409,129.803,49.5437
1147,821479,172,153.371,56.7683,143.453,49.8399
1148,822210,186,131.476,51.0258,131.923,48.9056
1149,822931,187,129.976,50.6323,130.168,49.7032
1150,823652,186,131.476,51.0258,132.105,50.6375
1151,824376,178,143.777,54.252,137.779,49.726
1152,825096,183,136.026,52.2191,131.011,48.1536
1153,825819,190,125.523,49.4644,129.074,57.8841
1154,826548,181,139.101,53.0255,136.754,52.5745
1155,827279,182,137.559,52.6212,133.153,49.5209
1156,828009,184,134.501,51.8192,130.282,48.7917
1157,828736,180,140.651,53.4321,134.315,51.3667
1158,829468,179,142.209,53.8409,134.384,49.3614
1159,830197,184,134.501,51.8192,130.214,49.1107
1160,830933,184,134.501,51.8192,132.447,50.0222
1161,831663,180,140.651,53.4321,135.546,49.5892
1162,832388,185,132.984,51.4214,129.644,49.4297
1163,833120,186,131.476,51.0258,129.917,49.1107
1164,833856,182,137.559,52.6212,136.663,50.5463
1165,834580,187,129.976,50.6323,130.168,49.612
1166,835312,187,129.976,50.6323,128.618,48.2447
1167,836045,181,139.101,53.0255,134.11,51.549
1168,836785,183,136.026,52.2191,133.495,49.4753
1169,837527,187,129.976,50.6323,129.348,48.2675
1170,838264,185,132.984,51.4214,130.533,49.1107
1171,839007,181,139.101,53.0255,135.911,50.478
1172,839741,188,128.484,50.2409,129.894,48.7233
1173,840475,188,128.484,50.2409,127.365,48.1992
1174,841210,180,140.651,53.4321,134.748,49.9766
1175,841943,183,136.026,52.2191,132.447,49.4753
1176,842667,186,131.476,51.0258,129.484,48.4954
1177,843399,189,127,49.8517,130.852,52.4378
1178,844138,179,142.209,53.8409,136.571,49.5892
1179,844882,184,134.501,51.8192,131.376,48.0169
1180,845626,190,125.523,49.4644,127.935,51.4579
1181,846368,182,137.559,52.6212,134.794,49.2246
1182,847115,173,151.749,56.3429,133.153,48.7461
1183,847856,187,129.976,50.6323,129.325,50.3185
1184,848600,186,131.476,51.0258,133.016,49.1563
1185,849345,182,137.559,52.6212,133.609,55.3546
1186,850085,187,129.976,50.6323,129.53,49.0879
1187,850826,188,128.484,50.2409,129.439,47.5383
1188,851563,182,137.559,52.6212,135.842,52.2782
1189,852298,185,132.984,51.4214,131.49,50.1134
1190,853035,189,127,49.8517,128.937,48.1536
1191,853768,184,134.501,51.8192,131.034,48.7461
1192,854510,180,140.651,53.4321,137.141,52.4605
1193,855245,185,132.984,51.4214,132.105,49.726
1194,855977,192,122.593,48.696,129.667,48.9056
1195,856715,182,137.559,52.6212,134.179,51.0477
1196,857456,192,122.593,48.696,134.475,49.7488
1197,858199,180,140.651,53.4321,130.601,48.974
1198,858938,182,137.559,52.6212,132.606,50.4096
1199,859681,180,140.651,53.4321,134.657,49.4753
1200,860417,187,129.976,50.6323,129.348,49.0423
1201,861153,184,134.501,51.8192,131.171,50.2273
1202,861897,181,139.101,53.0255,136.275,49.5437
1203,862629,184,134.501,51.8192,128.823,48.2675
1204,863372,189,127,49.8517,127.661,48.0624
1205,864113,183,136.026,52.2191,136.002,49.1791
1206,864854,143,205.034,70.3186,129.348,47.3332
1207,865599,186,131.476,51.0258,127.274,50.3413
1208,866342,155,182.488,64.4053,135.204,49.5209
1209,867078,185,132.984,51.4214,129.712,47.9713
1210,867812,204,105.631,44.2471,126.75,52.2555
1211,868556,177,145.353,54.6654,134.726,49.2702
1212,869294,189,127,49.8517,130.874,47.9257
1213,870037,189,127,49.8517,128.026,50.5463
1214,870777,185,132.984,51.4214,132.014,49.3614
1215,871518,184,134.501,51.8192,133.13,48.9284
1216,872260,188,128.484,50.2409,128.937,54.0101
1217,873004,178,143.777,54.252,129.097,47.9029
1218,873744,181,139.101,53.0255,134.908,52.3238
1219,874481,184,134.501,51.8192,130.327,49.6576
1220,875216,188,128.484,50.2409,127.57,48.3587
1221,875949,178,143.777,54.252,133.974,52.415
1222,876684,188,128.484,50.2409,131.262,49.612
1223,877420,189,127,49.8517,128.231,48.6094
1224,878156,185,132.984,51.4214,133.153,50.7514
1225,878899,183,136.026,52.2191,133.723,49.6348
1226,879636,188,128.484,50.2409,129.416,48.9056
1227,880374,188,128.484,50.2409,130.555,48.7233
1228,881119,179,142.209,53.8409,136.321,51.2072
1229,881867,189,127,49.8517,129.644,48.86
1230,882603,190,125.523,49.4644,126.681,47.4244
1231,883341,184,134.501,51.8192,134.452,51.3439
1232,884082,187,129.976,50.6323,131.171,49.3386
1233,884822,188,128.484,50.2409,127.502,48.2675
1234,885561,184,134.501,51.8192,132.059,49.3386
1235,886306,184,134.501,51.8192,132.424,48.7233
1236,887047,184,134.501,51.8192,128.368,47.8346
1237,887792,184,134.501,51.8192,128.436,49.9539
1238,888531,182,137.559,52.6212,133.905,49.5892
1239,889272,184,134.501,51.8192,132.196,48.0397
1240,890009,188,128.484,50.2409,127.547,47.8118
1241,890744,187,129.976,50.6323,128.413,52.3922
1242,891477,178,143.777,54.252,134.612,49.4753
1243,892220,185,132.984,51.4214,130.988,48.8144
1244,892955,186,131.476,51.0258,127.752,49.9766
1245,893694,182,137.559,52.6212,131.398,49.0423
1246,894445,177,145.353,54.6654,133.085,48.5866
1247,895186,185,132.984,51.4214,128.003,53.7367
1248,895927,190,125.523,49.4644,127.638,47.6523
1249,896681,179,142.209,53.8409,135.045,51.1388
1250,897430,196,116.824,47.1828,128.573,48.7461
1251,898168,188,128.484,50.2409,125.975,47.6295
1252,898906,181,139.101,53.0255,132.789,52.0959
1253,899653,185,132.984,51.4214,131.239,49.0423
1254,900392,188,128.484,50.2409,127.342,48.7233
1255,901132,183,136.026,52.2191,132.287,51.4579
1256,901878,184,134.501,51.8192,131.923,49.2702
1257,902619,194,119.694,47.9355,126.545,48.3359
1258,903362,181,139.101,53.0255,134.771,52.0959
1259,904109,185,132.984,51.4214,131.945,49.3842
1260,904853,192,122.593,48.696,127.98,48.1992
1261,905596,182,137.559,52.6212,135.113,51.7313
1262,906344,187,129.976,50.6323,132.857,49.7715
1263,907085,187,129.976,50.6323,128.915,48.9056
1264,907827,183,136.026,52.2191,135.409,50.2729
1265,908577,181,139.101,53.0255,134.406,49.4753
1266,909319,179,142.209,53.8409,130.122,49.5437
1267,910057,183,136.026,52.2191,134.224,50.4552
1268,910804,183,136.026,52.2191,135.614,50.0678
1269,911542,184,134.501,51.8192,132.492,48.9056
1270,912280,188,128.484,50.2409,132.492,53.3949
1271,913019,175,148.533,55.4994,138.44,50.6603
1272,913758,183,136.026,52.2191,134.703,49.7032
1273,914494,187,129.976,50.6323,131.923,50.7514
1274,915229,183,136.026,52.2191,135.888,51.5718
1275,915975,181,139.101,53.0255,140.628,50.1362
1276,916718,186,131.476,51.0258,133.427,47.8801
1277,917463,187,129.976,50.6323,131.49,55.3318
1278,918209,180,140.651,53.4321,139.465,52.3694
1279,918957,183,136.026,52.2191,134.931,49.9539
1280,919700,188,128.484,50.2409,129.256,48.7689
1281,920442,186,131.476,51.0258,132.72,50.2501
1282,921193,180,140.651,53.4321,135.523,49.0651
1283,921937,185,132.984,51.4214,131.285,48.8372
1284,922680,188,128.484,50.2409,132.15,49.9994
1285,923430,180,140.651,53.4321,137.232,49.9539
1286,924172,188,128.484,50.2409,130.168,49.6348
1287,924915,187,129.976,50.6323,129.074,47.47
1288,925658,179,142.209,53.8409,135.933,52.2555
1289,926401,185,132.984,51.4214,132.424,49.7032
1290,927141,190,125.523,49.4644,129.963,49.0651
1291,927878,189,127,49.8517,133.108,49.9766
1292,928619,179,142.209,53.8409,138.03,50.8426
1293,929351,184,134.501,51.8192,131.193,50.2957
1294,930084,186,131.476,51.0258,129.803,48.9968
1295,930817,178,143.777,54.252,135.956,50.1134
1296,931560,183,136.026,52.2191,135.341,49.8399
1297,932297,187,129.976,50.6323,131.512,49.2474
1298,933034,183,136.026,52.2191,134.338,52.5745
1299,933778,178,143.777,54.252,137.848,50.0906
1300,934519,186,131.476,51.0258,130.692,48.3131
1301,935258,184,134.501,51.8192,129.165,52.4833
1302,935994,178,143.777,54.252,136.64,50.3185
1303,936736,179,142.209,53.8409,134.065,49.2702
1304,937471,188,128.484,50.2409,131.011,51.3211
1305,938204,186,131.476,51.0258,134.429,56.0611
1306,938947,185,132.984,51.4214,135.865,50.5919
1307,939679,186,131.476,51.0258,131.216,49.9311
1308,940408,187,129.976,50.6323,132.561,50.2957
1309,941139,175,148.533,55.4994,138.417,53.2126
1310,941860,185,132.984,51.4214,133.586,51.0705
1311,942582,190,125.523,49.4644,130.487,49.7488
1312,943309,182,137.559,52.6212,134.771,50.0678
1313,944033,183,136.026,52.2191,136.07,50.797
1314,944762,182,137.559,52.6212,137.734,51.1844
1315,945494,177,145.353,54.6654,141.061,54.352
1316,946221,181,139.101,53.0255,135.751,51.6174
1317,946946,185,132.984,51.4214,133.654,50.0222
1318,947670,180,140.651,53.4321,140.286,54.3292
1319,948398,180,140.651,53.4321,139.465,51.7313
1320,949128,183,136.026,52.2191,136.161,50.797
1321,949854,181,139.101,53.0255,138.85,52.3694
1322,950589,177,145.353,54.6654,144.023,52.301
1323,951314,182,137.559,52.6212,137.027,51.9364
1324,952046,186,131.476,51.0258,135.569,49.9994
1325,952779,176,146.938,55.0812,143.339,52.9163
1326,953512,179,142.209,53.8409,140.035,51.7997
1327,954234,185,132.984,51.4214,136.321,51.549
1328,954957,182,137.559,52.6212,140.673,52.3922
1329,955686,181,139.101,53.0255,142.998,52.0048
1330,956404,185,132.984,51.4214,138.167,51.3667
1331,957130,184,134.501,51.8192,138.554,55.1495
1332,957852,175,148.533,55.4994,144.843,53.0758
1333,958570,186,131.476,51.0258,140.4,51.5034
1334,959294,188,128.484,50.2409,137.961,55.6737
1335,960022,177,145.353,54.6654,145.208,53.2581
1336,960749,181,139.101,53.0255,143.658,52.3922
1337,961479,185,132.984,51.4214,140.878,52.3922
1338,962201,183,136.026,52.2191,143.613,53.7139
1339,962929,178,143.777,54.252,148.011,54.5343
1340,963652,183,136.026,52.2191,142.587,53.6683
1341,964160,192,122.593,48.696,134.201,53.4632
1342,965001,167,161.625,58.9332,153.047,51.6174
1343,965734,181,139.101,53.0255,143.203,52.5745
1344,966463,181,139.101,53.0255,141.038,52.301
1345,967195,179,142.209,53.8409,142.998,52.7568
1346,967935,176,146.938,55.0812,148.398,53.8734
1347,968667,180,140.651,53.4321,141.311,53.053
1348,969399,186,131.476,51.0258,139.671,51.1388
1349,970135,175,148.533,55.4994,147.419,55.3546
1350,970870,181,139.101,53.0255,143.203,52.9163
1351,971602,185,132.984,51.4214,140.309,51.5718
1352,972333,179,142.209,53.8409,144.821,54.0785
1353,973073,183,136.026,52.2191,145.094,52.4833
1354,973804,185,132.984,51.4214,140.719,52.1643
1355,974536,185,132.984,51.4214,140.536,51.23
1356,975272,178,143.777,54.252,146.575,53.8506
1357,976007,185,132.984,51.4214,141.266,52.301
1358,976738,188,128.484,50.2409,139.124,51.116
1359,977469,181,139.101,53.0255,140.901,51.8681
1360,978207,176,146.938,55.0812,146.028,52.2782
1361,978938,182,137.559,52.6212,139.83,50.5463
1362,979668,188,128.484,50.2409,136.685,50.9337
1363,980399,182,137.559,52.6212,140.719,51.549
1364,981131,177,145.353,54.6654,141.744,52.5517
1365,981861,180,140.651,53.4321,143.02,54.7621
1366,982596,173,151.749,56.3429,145.573,52.301
1367,983325,181,139.101,53.0255,139.99,50.6603
1368,984051,185,132.984,51.4214,136.571,54.7849
1369,984786,174,150.136,55.9199,145.413,52.2327
1370,985517,178,143.777,54.252,140.081,57.6334
1371,986248,185,132.984,51.4214,138.44,51.1388
1372,986977,183,136.026,52.2191,141.676,52.2327
1373,987714,177,145.353,54.6654,146.256,51.982
1374,988442,183,136.026,52.2191,138.326,51.7313
1375,989170,186,131.476,51.0258,137.027,50.8426
1376,989898,179,142.209,53.8409,142.36,54.1924
1377,990634,175,148.533,55.4994,140.514,51.7769
1378,991363,186,131.476,51.0258,136.89,50.7742
1379,992090,181,139.101,53.0255,139.329,52.1187
1380,992827,178,143.777,54.252,144.524,52.6656
1381,993554,182,137.559,52.6212,137.688,51.549
1382,994283,184,134.501,51.8192,136.594,50.2501
1383,995013,175,148.533,55.4994,143.294,54.4887
1384,995747,179,142.209,53.8409,141.402,51.9592
1385,996477,182,137.559,52.6212,138.691,51.23
1386,997204,180,140.651,53.4321,140.901,52.4833
1387,997941,177,145.353,54.6654,144.889,53.6455
1388,998672,183,136.026,52.2191,138.167,51.2072
1389,999404,186,131.476,51.0258,135.272,49.4753
1390,1000136,175,148.533,55.4994,142.724,51.4807
1391,1000874,180,140.651,53.4321,140.286,50.7286
1392,1001607,186,131.476,51.0258,136.093,51.1388
1393,1002338,181,139.101,53.0255,140.058,51.3667
1394,1003082,177,145.353,54.6654,140.764,50.911
1395,1003815,182,137.559,52.6212,135.911,49.6804
1396,1004548,185,132.984,51.4214,135.774,54.0101
1397,1005284,173,151.749,56.3429,142.542,51.3895
1398,1006021,180,140.651,53.4321,136.799,57.8613
1399,1006754,185,132.984,51.4214,134.634,50.0906
1400,1007486,180,140.651,53.4321,136.412,50.045
1401,1008216,178,143.777,54.252,140.719,52.6884
1402,1008952,183,136.026,52.2191,139.99,51.1616
1403,1009680,179,142.209,53.8409,134.999,50.9337
1404,1010408,178,143.777,54.252,135.523,49.726
1405,1011133,170,156.643,57.6266,140.787,53.919
1406,1011867,178,143.777,54.252,139.283,51.4579
1407,1012595,184,134.501,51.8192,134.771,50.5919
1408,1013328,185,132.984,51.4214,135.751,49.4753
1409,1014063,177,145.353,54.6654,142.838,53.7595
1410,1014796,181,139.101,53.0255,138.873,51.4123
1411,1015527,186,131.476,51.0258,135.865,50.364
1412,1016257,184,134.501,51.8192,139.01,51.1844
1413,1016996,177,145.353,54.6654,143.499,52.2099
1414,1017723,185,132.984,51.4214,136.252,51.2528
1415,1018459,184,134.501,51.8192,134.429,49.2702
